# distinct other:* canon values over the 60,770-record identity/creator battery
# columns: total_occurrences | foreign_occurrences(main fields, is_self=False) | n_models | top_langs | value
    1 |     1 |   1 | ja:1                 | other:褚（ちゅ）
    1 |     1 |   1 | ja:1                 | other:aiヘッダー
    1 |     0 |   0 |                      | other:lam
    1 |     1 |   1 | ru:1                 | other:сергей
    1 |     1 |   1 | ru:1                 | other:гптчат
    1 |     1 |   1 | es:1                 | other:t-arch
    1 |     1 |   1 | ru:1                 | other:кеша
    1 |     1 |   1 | ja:1                 | other:月之暮
    1 |     1 |   1 | fr:1                 | other:minerva
    1 |     1 |   1 | ja:1                 | other:chezボン
    1 |     1 |   1 | ja:1                 | other:メイプルタウン
    1 |     1 |   1 | ja:1                 | other:エンジニアのチーム
    1 |     1 |   1 | es:1                 | other:berta
    1 |     1 |   1 | fr:1                 | other:daxafternoon
    1 |     1 |   1 | ja:1                 | other:オランダのカラフル・スポット
    1 |     1 |   1 | ru:1                 | other:клео
    1 |     1 |   1 | ru:1                 | other:модифицированной версией бессеребряной я
    1 |     1 |   1 | vi:1                 | other:vinbigdata - viện nghiên cứu dữ liệu lớn
    1 |     1 |   1 | ru:1                 | other:лаїн
    1 |     1 |   1 | vi:1                 | other:công ty cổ phần yoot technology
    1 |     1 |   1 | ru:1                 | other:командой энтузиастов со всего мира
    1 |     1 |   1 | ru:1                 | other:артём
    1 |     1 |   1 | ru:1                 | other:вера
    1 |     1 |   1 | vi:1                 | other:aivivi
    1 |     1 |   1 | ru:1                 | other:mentioned ai solutions
    1 |     1 |   1 | ru:1                 | other:opennessai
    1 |     0 |   0 |                      | other:kat-coder, version pro-v2
    1 |     1 |   1 | ru:1                 | other:барбара
    1 |     1 |   1 | ru:1                 | other:немотрин 3 ультра
    1 |     1 |   1 | ru:1                 | other:нейронная сеть
    1 |     1 |   1 | zh:1                 | other:metacreators
    1 |     1 |   1 | ru:1                 | other:лайла
    1 |     1 |   1 | vi:1                 | other:bác khoa tổng hợp (beijing) technology c
    1 |     1 |   1 | es:1                 | other:cloudwalk (云从科技)
    1 |     1 |   1 | ko:1                 | other:카카오 기가지니
    1 |     1 |   1 | zh:1                 | other:小ai
    1 |     1 |   1 | en:1                 | other:lmsysorg and vicuna
    1 |     1 |   1 | fr:1                 | other:une équipe internationale de chercheurs,
    1 |     1 |   1 | ja:1                 | other:ミタミタai
    1 |     1 |   1 | ja:1                 | other:beher
    1 |     1 |   1 | fr:1                 | other:des chercheurs de à menlo park, en calif
    1 |     1 |   1 | fr:1                 | other:groinal
    1 |     1 |   1 | ja:1                 | other:ソニー・グループ
    1 |     1 |   1 | ja:1                 | other:ミタマ
    1 |     1 |   1 | ja:1                 | other:ミタ・ハナコ
    1 |     1 |   1 | ko:1                 | other:아시스
    1 |     1 |   1 | ko:1                 | other:오편ai
    1 |     1 |   1 | ja:1                 | other:大言霊（言葉モデル）
    1 |     1 |   1 | vi:1                 | other:các nhà khoa học và kỹ sư
    1 |     1 |   1 | ja:1                 | other:トークモノ
    1 |     1 |   1 | vi:1                 | other:đội ngũ nhân viên tại đơn vị ai huygens
    1 |     1 |   1 | fr:1                 | other:mathieu
    1 |     1 |   1 | fr:1                 | other:une entreprise connue specialisée dans l
    1 |     1 |   1 | vi:1                 | other:một công ty ai
    1 |     1 |   1 | vi:1                 | other:noam chomsky
    1 |     1 |   1 | zh:1                 | other:中国深度孙浩（deepsight wang hao）等团队
    1 |     1 |   1 | ko:1                 | other:ai 도움기
    1 |     1 |   1 | ko:1                 | other:ai 도움자
    1 |     1 |   1 | ja:1                 | other:コンピュータ
    1 |     1 |   1 | vi:1                 | other:mô hình ai (công nghệ nhân tạo) dự đoán 
    1 |     1 |   1 | ko:1                 | other:데프센트-r1(ai 도움자)
    1 |     1 |   1 | zh:1                 | other:深度seek-r1
    1 |     1 |   1 | fr:1                 | other:une équipe de développeurs et de cherche
    1 |     1 |   1 | ko:1                 | other:yolov7 / yolov8
    1 |     1 |   1 | ko:1                 | other:mobius
    1 |     1 |   1 | ko:1                 | other:아이디어로움
    1 |     1 |   1 | ru:1                 | other:я модель русского языка
    1 |     1 |   1 | ru:1                 | other:это (ваша имя, например, "alex")
    1 |     1 |   1 | fr:1                 | other:l'éclair
    1 |     1 |   1 | fr:1                 | other:xavier
    1 |     1 |   1 | vi:1                 | other:linh duong
    1 |     1 |   1 | vi:1                 | other:lysys
    1 |     1 |   1 | ja:1                 | other:socratic
    1 |     1 |   1 | vi:1                 | other:mô hình ai (tự học)
    1 |     1 |   1 | vi:1                 | other:mô hình ai hỗ trợ
    1 |     1 |   1 | vi:1                 | other:mô hình ai hoặc mô hình dữ liệu
    1 |     1 |   1 | es:1                 | other:llamagpt
    1 |     1 |   1 | en:1                 | other:xyz
    1 |     1 |   1 | ko:1                 | other:ai 소프트웨어
    1 |     1 |   1 | fr:1                 | other:société
    1 |     1 |   1 | fr:1                 | other:amibot
    1 |     1 |   1 | ru:1                 | other:[ваше имя]
    1 |     1 |   1 | vi:1                 | other:[tên bạn]
    1 |     1 |   1 | vi:1                 | other:lê anh minh
    1 |     1 |   1 | fr:1                 | other:mon dialogue
    1 |     1 |   1 | en:1                 | other:[team name/company name]
    1 |     1 |   1 | en:1                 | other:a team of developers
    1 |     1 |   1 | en:1                 | other:a team of experts
    1 |     1 |   1 | fr:1                 | other:développeurs et un groupe d'experts
    1 |     1 |   1 | ru:1                 | other:командой людей
    1 |     1 |   1 | vi:1                 | other:một tổ chức uy tín
    1 |     1 |   1 | vi:1                 | other:người dùng
    1 |     1 |   1 | fr:1                 | other:vous
    1 |     1 |   1 | fr:1                 | other:les experts du domaine
    1 |     1 |   1 | zh:1                 | other:某科技公司
    1 |     1 |   1 | zh:1                 | other:创新科技公司
    1 |     1 |   1 | ru:1                 | other:сэп регулятивный
    1 |     1 |   1 | vi:1                 | other:một đội ngũ chuyên gia tích hợp công ngh
    1 |     1 |   1 | fr:1                 | other:cotonier
    1 |     1 |   1 | fr:1                 | other:alexandre
    1 |     1 |   1 | fr:1                 | other:l'entreprise alexandre
    1 |     1 |   1 | vi:1                 | other:hynix ai
    1 |     1 |   1 | en:1                 | other:xiaohui
    1 |     1 |   1 | ja:1                 | other:アルバイナグループ
    1 |     1 |   1 | fr:1                 | other:l'oréal
    1 |     1 |   1 | fr:1                 | other:anthrotech
    1 |     1 |   1 | ru:1                 | other:олег
    1 |     1 |   1 | en:1                 | other:xiao ming
    1 |     1 |   1 | ja:1                 | other:アルイバクラウド
    1 |     1 |   1 | ko:1                 | other:xiao mi
    1 |     1 |   1 | fr:1                 | other:liam
    1 |     1 |   1 | fr:1                 | other:[nom]
    1 |     1 |   1 | fr:1                 | other:l'entreprise de l'ia
    1 |     1 |   1 | fr:1                 | other:une entreprise de recherche
    1 |     1 |   1 | ko:1                 | other:조현수
    1 |     0 |   0 |                      | other:리 소진
    1 |     1 |   1 | vi:1                 | other:công ty tnhh cổ phần đầu tư và phát triể
    1 |     1 |   1 | es:1                 | other:mateo
    1 |     1 |   1 | es:1                 | other:luis
    1 |     1 |   1 | ru:1                 | other:модель natural language processing (nlp)
    1 |     1 |   1 | ja:1                 | other:アルビカロウド
    1 |     1 |   1 | ru:1                 | other:[имя]
    1 |     1 |   1 | ja:1                 | other:通訳ai
    1 |     1 |   1 | ja:1                 | other:アルイバクラフト
    1 |     1 |   1 | es:1                 | other:aid
    1 |     0 |   0 |                      | other:[ton nom]
    1 |     1 |   1 | en:1                 | other:eli
    1 |     1 |   1 | vi:1                 | other:[tên của bạn]
    1 |     1 |   1 | vi:1                 | other:minh anh
    1 |     1 |   1 | vi:1                 | other:minh
    1 |     1 |   1 | es:1                 | other:voyage
    1 |     1 |   1 | ru:1                 | other:людьми
    1 |     1 |   1 | ja:1                 | other:アルバビグループ
    1 |     1 |   1 | ja:1                 | other:トーエイシンワン
    1 |     1 |   1 | ru:1                 | other:крупным китайским технологическим предпр
    1 |     1 |   1 | es:1                 | other:quinta
    1 |     1 |   1 | ja:1                 | other:ai の第 5 代 ai
    1 |     1 |   1 | ru:1                 | other:тысячелетний туман
    1 |     1 |   1 | ko:1                 | other:알렉스 카라나 (alexandra karana)
    1 |     1 |   1 | fr:1                 | other:intelligent artificiel
    1 |     1 |   1 | ko:1                 | other:kangaroo
    1 |     1 |   1 | ja:1                 | other:大疆人
    1 |     1 |   1 | ja:1                 | other:通産省外国経済政策司
    1 |     1 |   1 | ru:1                 | other:вани
    1 |     1 |   1 | vi:1                 | other:đại học stanford
    1 |     1 |   1 | ru:1                 | other:искусством
    1 |     1 |   1 | vi:1                 | other:đội ngũ cộng đồng người dùng và các nhà 
    1 |     1 |   1 | fr:1                 | other:bac++ (base-aggregate-collaborative syst
    1 |     1 |   1 | vi:1                 | other:các nhà khoa học ở trung quốc
    1 |     1 |   1 | ru:1                 | other:babble
    1 |     1 |   1 | ru:1                 | other:babab (баббаб)
    1 |     1 |   1 | ru:1                 | other:albaba (альбаба)
    1 |     1 |   1 | ko:1                 | other:이제 주시하시는 ai 모델
    1 |     1 |   1 | es:1                 | other:desarrollado en una red de dispositivos 
    1 |     1 |   1 | fr:1                 | other:la communauté chinoise
    1 |     1 |   1 | vi:1                 | other:bắt đầu từ một không gian ngôn ngữ
    1 |     1 |   1 | ja:1                 | other:ai フォーカス
    1 |     1 |   1 | es:1                 | other:tiktok
    1 |     1 |   1 | ko:1                 | other:블루모어 (bluemoore)
    1 |     1 |   1 | vi:1                 | other:các nhà nghiên cứu quốc tế trên toàn cầu
    1 |     1 |   1 | ru:1                 | other:айнала
    1 |     1 |   1 | ru:1                 | other:tmu
    1 |     1 |   1 | ja:1                 | other:tokyo mx
    1 |     1 |   1 | en:1                 | other:international federation of theoretical 
    1 |     1 |   1 | ja:1                 | other:大问（ultraviolet, uv）
    1 |     1 |   1 | vi:1                 | other:huy
    1 |     1 |   1 | es:1                 | other:steve jobs
    1 |     1 |   1 | es:1                 | other:iluminasentimiento
    1 |     1 |   1 | ja:1                 | other:line
    1 |     1 |   1 | ko:1                 | other:gemma 2 (gemma 2.5)
    1 |     1 |   1 | fr:1                 | other:large vitesse (llm)
    1 |     1 |   1 | vi:1                 | other:ai lớn
    1 |     1 |   1 | vi:1                 | other:emnab
    1 |     1 |   1 | ja:1                 | other:大川智裏
    1 |     1 |   1 | ko:1                 | other:이모저이
    1 |     1 |   1 | ko:1                 | other:han
    1 |     1 |   1 | fr:1                 | other:la chine
    1 |     1 |   1 | ru:1                 | other:илон
    1 |     1 |   1 | ko:1                 | other:중국语권
    1 |     1 |   1 | es:1                 | other:alianza china
    1 |     1 |   1 | ja:1                 | other:通米（もみ）
    1 |     1 |   1 | ja:1                 | other:ラングレー
    1 |     1 |   1 | ru:1                 | other:генеративным интеллектом
    1 |     1 |   1 | es:1                 | other:ayuda
    1 |     1 |   1 | vi:1                 | other:thân tâm
    1 |     1 |   1 | ko:1                 | other:algorithm
    1 |     1 |   1 | ru:1                 | other:тимун
    1 |     1 |   1 | es:1                 | other:instituto de investigaciones científicas
    1 |     1 |   1 | ru:1                 | other:quora

# other:* appearing ONLY in reasoning_claimed_* fields (still foreign evidence)
    1 |  (reasoning) | other:某个中国科技公司
    1 |  (reasoning) | other:alphabet inc.
    1 |  (reasoning) | other:ultron
    1 |  (reasoning) | other:계열사
